"INSTNM","MN_EARN_WNE_P7","MN_EARN_WNE_P6","MN_EARN_WNE_P8","MN_EARN_WNE_P9","MN_EARN_WNE_P10","CITY","STABBR","INSTURL","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","LOAN_EVER","CONTROL"
"7625","Strayer University-King of Prussia Campus","51300","41600","49100","56100","55200","King of Prussia","PA","www.strayer.edu/pennsylvania/king-prussia","8334","16769.5","17500.5","0.896555357","Private"
"7626","Strayer University-Center City Campus","51300","41600","49100","56100","55200","Philadelphia","PA","www.strayer.edu/pennsylvania/center-city","8334","16769.5","17500.5","0.896555357","Private"
"7627","Strayer University-Lower Bucks County Campus","51300","41600","49100","56100","55200","Feasterville Trevose","PA","www.strayer.edu/pennsylvania/lower-bucks-county","8334","16769.5","17500.5","0.896555357","Private"
"7628","Strayer University-Warrendale Campus","51300","41600","49100","56100","55200","Warrendale","PA","www.strayer.edu/pennsylvania/warrendale","8334","16769.5","17500.5","0.896555357","Private"
"7629","Strayer University-Allentown Campus","51300","41600","49100","56100","55200","Center Valley","PA","www.strayer.edu/pennsylvania/allentown","8334","16769.5","17500.5","0.896555357","Private"
"7630","Expertise Cosmetology Institute","NULL","17000","PrivacySuppressed","NULL","PrivacySuppressed","Columbus","OH","Newdirectionsbeautyinstitute.com","8450","PrivacySuppressed","PrivacySuppressed","0.881355932","Private"
"7631","Xtreme Career Institute -","NULL","NULL","NULL","NULL","NULL","Arecibo","PR","www.xtreme-career.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"7632","Marinello School of Beauty-Torrington","NULL","20200","PrivacySuppressed","NULL","PrivacySuppressed","Torrington","CT","www.marinello.com","6333","7005","9384","0.863270778","Private"
"7633","Marinello School of Beauty-Enfield","NULL","20200","PrivacySuppressed","NULL","PrivacySuppressed","Enfield","CT","www.marinello.com","6333","7005","9384","0.863270778","Private"
"7634","Marinello School of Beauty-Northampton","NULL","20200","PrivacySuppressed","NULL","PrivacySuppressed","Northampton","MA","www.marinello.com","6333","7005","9384","0.863270778","Private"
"7635","Blake Austin College Beauty Academy","NULL","25900","PrivacySuppressed","NULL","PrivacySuppressed","Vacaville","CA","blakeaustincollege.edu","9500","9500","9500","0.89788054","Private"
"7636","Healing Touch Career College - Jackson","NULL","NULL","NULL","NULL","NULL","Jackson","MS","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.924107143","Private"
"7637","Rasmussen College-Aurora","29400","28400","30400","33500","33100","Aurora","IL","www.rasmussen.edu","9500","14606","12500","0.890379829","Private"
"7638","Rasmussen College–Romeoville/Joliet","29400","28400","30400","33500","33100","Romeoville","IL","www.rasmussen.edu","9500","14606","12500","0.890379829","Private"
"7639","Rasmussen College-Mokena/Tinley Park","29400","28400","30400","33500","33100","Mokena","IL","www.rasmussen.edu","9500","14606","12500","0.890379829","Private"
"7640","Strayer University-Tampa East Campus","51300","41600","49100","56100","55200","Tampa","FL","www.strayer.edu/florida/tampa-east","8334","16769.5","17500.5","0.896555357","Private"
"7641","Strayer University-Maitland Campus","51300","41600","49100","56100","55200","Maitland","FL","www.strayer.edu/florida/maitland","8334","16769.5","17500.5","0.896555357","Private"
"7642","Strayer University-Orlando East Campus","51300","41600","49100","56100","55200","Orlando","FL","www.strayer.edu/florida/orlando-east","8334","16769.5","17500.5","0.896555357","Private"
"7643","Strayer University-Sand Lake Campus","51300","41600","49100","56100","55200","Orlando","FL","www.strayer.edu/florida/sand-lake","8334","16769.5","17500.5","0.896555357","Private"
"7644","Strayer University-Baymeadows Campus","51300","41600","49100","56100","55200","Jacksonville","FL","www.strayer.edu/florida/baymeadows","8334","16769.5","17500.5","0.896555357","Private"
"7645","Strayer University-Palm Beach Gardens Campus","51300","41600","49100","56100","55200","Palm Beach Gardens","FL","www.strayer.edu/florida/palm-beach-gardens","8334","16769.5","17500.5","0.896555357","Private"
"7646","Strayer University-Coral Springs Campus","51300","41600","49100","56100","55200","Coral Springs","FL","www.strayer.edu/florida/coral-springs","8334","16769.5","17500.5","0.896555357","Private"
"7647","Strayer University-Fort Lauderdale Campus","51300","41600","49100","56100","55200","Fort Lauderdale","FL","www.strayer.edu/florida/fort-lauderdale","8334","16769.5","17500.5","0.896555357","Private"
"7648","Strayer University-Miramar Campus","51300","41600","49100","56100","55200","Miramar","FL","www.strayer.edu/florida/miramar","8334","16769.5","17500.5","0.896555357","Private"
"7649","Strayer University-Doral","51300","41600","49100","56100","55200","Miami","FL","www.strayer.edu/florida/doral","8334","16769.5","17500.5","0.896555357","Private"
"7650","Strayer University-Brickell","51300","41600","49100","56100","55200","Miami","FL","www.strayer.edu/florida/brickell","8334","16769.5","17500.5","0.896555357","Private"
"7651","Make-up Designory","NULL","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","New York","NY","www.mud.edu","6354","4962","4962","0.950639854","Private"
"7652","Dayton School of Medical Massage-Lima","NULL","22600","PrivacySuppressed","NULL","PrivacySuppressed","Lima","OH","www.massageschools.com","9500","9500","5500","0.861486487","Private"
"7653","Cincinnati School of Medical Massage","NULL","22600","PrivacySuppressed","NULL","PrivacySuppressed","Cincinnati","OH","www.massageschools.com","9500","9500","5500","0.861486487","Private"
"7654","Cleveland Institute of Medical Massage","NULL","22600","PrivacySuppressed","NULL","PrivacySuppressed","Middleburg Heights","OH","www.massageschools.com","9500","9500","5500","0.861486487","Private"
"7655","CCI Training Center","NULL","NULL","NULL","NULL","NULL","Dallas","TX","NULL","8313","PrivacySuppressed","PrivacySuppressed","0.665441177","Private"
"7656","Strayer University-Huntsville Campus","51300","41600","49100","56100","55200","Huntsville","AL","www.strayer.edu/alabama/huntsville","8334","16769.5","17500.5","0.896555357","Private"
"7657","Rasmussen College-Appleton","29400","28400","30400","33500","33100","Appleton","WI","www.rasmussen.edu","9500","14606","12500","0.890379829","Private"
"7658","Rasmussen College-Wausau","29400","28400","30400","33500","33100","Wausau","WI","www.rasmussen.edu","9500","14606","12500","0.890379829","Private"
"7659","Strayer University-North Charlotte","51300","41600","49100","56100","55200","Charlotte","NC","www.strayer.edu/north-carolina/north-charlotte","8334","16769.5","17500.5","0.896555357","Private"
"7660","Strayer University-South Charlotte","51300","41600","49100","56100","55200","Charlotte","NC","www.strayer.edu/north-carolina/south-charlotte","8334","16769.5","17500.5","0.896555357","Private"
"7661","Strayer University-North Raleigh Campus","51300","41600","49100","56100","55200","Raleigh","NC","www.strayer.edu/north-carolina/north-raleigh","8334","16769.5","17500.5","0.896555357","Private"
"7662","Strayer University-Greensboro Campus","51300","41600","49100","56100","55200","Greensboro","NC","www.strayer.edu/north-carolina/greensboro","8334","16769.5","17500.5","0.896555357","Private"
"7663","Strayer University-Huntersville Campus","51300","41600","49100","56100","55200","Raleigh","NC","www.strayer.edu/north-carolina/huntersville","8334","16769.5","17500.5","0.896555357","Private"
"7664","Strayer University-South Raleigh Campus","51300","41600","49100","56100","55200","Raleigh","NC","www.strayer.edu/north-carolina/south-raleigh","8334","16769.5","17500.5","0.896555357","Private"
"7665","Strayer University-Willingboro Campus","51300","41600","49100","56100","55200","Willingboro","NJ","www.strayer.edu/new-jersey/willingboro","8334","16769.5","17500.5","0.896555357","Private"
"7666","Strayer University-Lawrenceville","51300","41600","49100","56100","55200","Lawrenceville","NJ","www.strayer.edu/new-jersey/lawrenceville","8334","16769.5","17500.5","0.896555357","Private"
"7667","Strayer University-Piscataway","51300","41600","49100","56100","55200","Piscataway","NJ","www.strayer.edu/new-jersey/piscataway","8334","16769.5","17500.5","0.896555357","Private"
"7668","Cambridge Institute of Allied Health & Technology","NULL","NULL","NULL","NULL","NULL","Atlanta","GA","www.cambridgehealth.edu/","14750","16773","20000","0.930555556","Private"
"7669","Professional Hands Institute","NULL","NULL","NULL","NULL","NULL","Miami","FL","www.prohands.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"7670","Professional Hands Institute","NULL","NULL","NULL","NULL","NULL","Hialeah Gardens","FL","www.prohands.edu","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","Private"
"7671","Utah County Campus","NULL","NULL","NULL","NULL","NULL","Orem","UT","NULL","7667","11500","7667","0.904761905","Private"
"7672","L'esprit Academy - Royal Oak","NULL","NULL","NULL","NULL","NULL","Royal Oak","MI","lespritacademy.com","6333.5","9833","9833","0.861471862","Private"
"7673","Park West Barber School","NULL","NULL","NULL","NULL","NULL","Greensboro","NC","www.parkwest.edu","9500","PrivacySuppressed","PrivacySuppressed","0.896226415","Private"
"7674","Park West Barber School","NULL","NULL","NULL","NULL","NULL","Charlotte","NC","www.parkwest.edu","9500","PrivacySuppressed","PrivacySuppressed","0.896226415","Private"
"7675","National Career Institute - Jersey City Branch","NULL","NULL","NULL","NULL","NULL","Jersey City","NJ","nciedu.com","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.786828423","Private"
"7676","Strayer University-Cobb Campus","51300","41600","49100","56100","55200","Atlanta","GA","www.strayer.edu/georgia/cobb-county","8334","16769.5","17500.5","0.896555357","Private"
"7677","Strayer University-Morrow Campus","51300","41600","49100","56100","55200","Morrow","GA","www.strayer.edu/georgia/morrow","8334","16769.5","17500.5","0.896555357","Private"
"7678","Strayer University-Roswell Campus","51300","41600","49100","56100","55200","Roswell","GA","www.strayer.edu/georgia/roswell","8334","16769.5","17500.5","0.896555357","Private"
"7679","Strayer University-Douglasville Campus","51300","41600","49100","56100","55200","Douglasville","GA","www.strayer.edu/georgia/douglasville","8334","16769.5","17500.5","0.896555357","Private"
"7680","Strayer University-Lithonia Campus","51300","41600","49100","56100","55200","Lithonia","GA","www.strayer.edu/georgia/lithonia","8334","16769.5","17500.5","0.896555357","Private"
"7681","Strayer University-Savannah Campus","51300","41600","49100","56100","55200","Savannah","GA","www.strayer.edu/georgia/savannah","8334","16769.5","17500.5","0.896555357","Private"
"7682","Strayer University-Augusta Campus","51300","41600","49100","56100","55200","Augusta","GA","www.strayer.edu/georgia/augusta","8334","16769.5","17500.5","0.896555357","Private"
"7683","Strayer University-Columbus","51300","41600","49100","56100","55200","Columbus","GA","www.strayer.edu/georgia/columbus","8334","16769.5","17500.5","0.896555357","Private"
"7684","Strayer University-Columbia Campus","51300","41600","49100","56100","55200","Columbia","SC","www.strayer.edu/south-carolina/columbia","8334","16769.5","17500.5","0.896555357","Private"
"7685","Strayer University-Charleston Campus","51300","41600","49100","56100","55200","North Charleston","SC","www.strayer.edu/south-carolina/charleston","8334","16769.5","17500.5","0.896555357","Private"
"7686","Strayer University-Irving","51300","41600","49100","56100","55200","Irving","TX","www.strayer.edu/texas/irving","8334","16769.5","17500.5","0.896555357","Private"
"7687","Strayer University-Katy","51300","41600","49100","56100","55200","Houston","TX","www.strayer.edu/texas/katy","8334","16769.5","17500.5","0.896555357","Private"
"7688","Strayer University-Northwest Houston","51300","41600","49100","56100","55200","Houston","TX","www.strayer.edu/texas/northwest-houston","8334","16769.5","17500.5","0.896555357","Private"
"7689","Strayer University-Plano","51300","41600","49100","56100","55200","Plano","TX","www.strayer.edu/texas/plano","8334","16769.5","17500.5","0.896555357","Private"
"7690","Strayer University-Cedar Hill","NULL","NULL","NULL","NULL","NULL","Cedar Hill","TX","www.strayer.edu/texas/cedar-hill","8334","16769.5","17500.5","0.896555357","Private"
"7691","Strayer University-North Dallas","NULL","NULL","NULL","NULL","NULL","Dallas","TX","www.strayer.edu/texas/north-dallas","8334","16769.5","17500.5","0.896555357","Private"
"7692","Strayer University-San Antonio","NULL","NULL","NULL","NULL","NULL","San Antonio","TX","www.strayer.edu/texas/san-antonio","8334","16769.5","17500.5","0.896555357","Private"
"7693","Strayer University-Stafford","NULL","NULL","NULL","NULL","NULL","Stafford","TX","www.strayer.edu/texas/stafford","8334","16769.5","17500.5","0.896555357","Private"
"7694","Unitek College","NULL","NULL","NULL","NULL","NULL","Fremont","CA","www.unitekcollege.edu/","9500","9500","9500","0.9125","Private"
"7695","WestMed College - Merced","NULL","NULL","NULL","NULL","NULL","Merced","CA","www.westmedcollege.edu","9500","10093","9500","0.898601399","Private"
"7696","Vantage College","NULL","NULL","NULL","NULL","NULL","El Paso","TX","www.vantage.edu","9500","PrivacySuppressed","PrivacySuppressed","0.926605505","Private"
"7697","Vantage College","NULL","NULL","NULL","NULL","NULL","Austin","TX","www.vantage.edu","9500","PrivacySuppressed","PrivacySuppressed","0.926605505","Private"
"7698","SAE Institute of Technology  San Francisco","NULL","NULL","NULL","NULL","NULL","Emeryville","CA","usa.sae.edu","9500","5500","5500","0.887096774","Private"
